Year,Age,Major ethnic group,Sex,Life expectancy
2019,80+,Total,Female,7.1
2020p,0,Total,Male,72.8
2020p,1,Total,Male,72.3
2020p,5,Total,Male,68.4
2020p,10,Total,Male,63.4
2020p,15,Total,Male,58.5
2020p,20,Total,Male,53.7
2020p,25,Total,Male,49
2020p,30,Total,Male,44.2
2020p,35,Total,Male,39.5
2020p,40,Total,Male,34.9
2020p,45,Total,Male,30.5
2020p,50,Total,Male,26.2
2020p,55,Total,Male,22.3
2020p,60,Total,Male,18.6
2020p,65,Total,Male,15.1
2020p,70,Total,Male,11.9
2020p,75,Total,Male,8.9
2020p,80+,Total,Male,6.2
2020p,0,Total,Female,77.8
2020p,1,Total,Female,77.3
2020p,5,Total,Female,73.4
2020p,10,Total,Female,68.4
2020p,15,Total,Female,63.5
2020p,20,Total,Female,58.6
2020p,25,Total,Female,53.7
2020p,30,Total,Female,48.8
2020p,35,Total,Female,43.9
2020p,40,Total,Female,39.2
2020p,45,Total,Female,34.5
2020p,50,Total,Female,29.9
2020p,55,Total,Female,25.6
2020p,60,Total,Female,21.4
2020p,65,Total,Female,17.5
2020p,70,Total,Female,13.7
2020p,75,Total,Female,10.2
2020p,80+,Total,Female,7.2
2021e,0,Total,Male,73.2
2021e,1,Total,Male,72.6
2021e,5,Total,Male,68.7
2021e,10,Total,Male,63.8
2021e,15,Total,Male,58.9
2021e,20,Total,Male,54.1
2021e,25,Total,Male,49.3
2021e,30,Total,Male,44.5
2021e,35,Total,Male,39.8
2021e,40,Total,Male,35.2
2021e,45,Total,Male,30.8
2021e,50,Total,Male,26.6
2021e,55,Total,Male,22.6
2021e,60,Total,Male,18.9
2021e,65,Total,Male,15.4
2021e,70,Total,Male,12.2
2021e,75,Total,Male,9.1
2021e,80+,Total,Male,6.3
2021e,0,Total,Female,78.3
2021e,1,Total,Female,77.8
2021e,5,Total,Female,73.9
2021e,10,Total,Female,68.9
2021e,15,Total,Female,64
2021e,20,Total,Female,59
2021e,25,Total,Female,54.1
2021e,30,Total,Female,49.3
2021e,35,Total,Female,44.4
2021e,40,Total,Female,39.6
2021e,45,Total,Female,35
2021e,50,Total,Female,30.4
2021e,55,Total,Female,26
2021e,60,Total,Female,21.8
2021e,65,Total,Female,17.9
2021e,70,Total,Female,14.1
2021e,75,Total,Female,10.6
2021e,80+,Total,Female,7.3
