Year,Age,Major ethnic group,Sex,Life expectancy
2019,45,Chinese,Male,32.2
2019,50,Chinese,Male,27.9
2019,55,Chinese,Male,23.7
2019,60,Chinese,Male,19.7
2019,65,Chinese,Male,16
2019,70,Chinese,Male,12.6
2019,75,Chinese,Male,9.3
2019,80+,Chinese,Male,6.6
2019,0,Chinese,Female,80.4
2019,1,Chinese,Female,79.8
2019,5,Chinese,Female,75.8
2019,10,Chinese,Female,70.9
2019,15,Chinese,Female,65.9
2019,20,Chinese,Female,61
2019,25,Chinese,Female,56.1
2019,30,Chinese,Female,51.1
2019,35,Chinese,Female,46.2
2019,40,Chinese,Female,41.4
2019,45,Chinese,Female,36.6
2019,50,Chinese,Female,32
2019,55,Chinese,Female,27.4
2019,60,Chinese,Female,23
2019,65,Chinese,Female,18.7
2019,70,Chinese,Female,14.7
2019,75,Chinese,Female,10.9
2019,80+,Chinese,Female,7.7
2020p,0,Chinese,Male,75.5
2020p,1,Chinese,Male,74.8
2020p,5,Chinese,Male,70.9
2020p,10,Chinese,Male,65.9
2020p,15,Chinese,Male,61
2020p,20,Chinese,Male,56.1
2020p,25,Chinese,Male,51.2
2020p,30,Chinese,Male,46.4
2020p,35,Chinese,Male,41.6
2020p,40,Chinese,Male,36.9
2020p,45,Chinese,Male,32.4
2020p,50,Chinese,Male,28
2020p,55,Chinese,Male,23.9
2020p,60,Chinese,Male,19.9
2020p,65,Chinese,Male,16.2
2020p,70,Chinese,Male,12.8
2020p,75,Chinese,Male,9.5
2020p,80+,Chinese,Male,6.7
2020p,0,Chinese,Female,80.8
2020p,1,Chinese,Female,80.1
2020p,5,Chinese,Female,76.2
2020p,10,Chinese,Female,71.2
2020p,15,Chinese,Female,66.3
2020p,20,Chinese,Female,61.3
2020p,25,Chinese,Female,56.4
2020p,30,Chinese,Female,51.4
2020p,35,Chinese,Female,46.5
2020p,40,Chinese,Female,41.7
2020p,45,Chinese,Female,36.9
2020p,50,Chinese,Female,32.3
2020p,55,Chinese,Female,27.7
2020p,60,Chinese,Female,23.3
2020p,65,Chinese,Female,19
2020p,70,Chinese,Female,14.9
2020p,75,Chinese,Female,11.1
2020p,80+,Chinese,Female,7.8
2021e,0,Chinese,Male,75.9
2021e,1,Chinese,Male,75.2
2021e,5,Chinese,Male,71.3
2021e,10,Chinese,Male,66.3
2021e,15,Chinese,Male,61.4
2021e,20,Chinese,Male,56.5
2021e,25,Chinese,Male,51.6
2021e,30,Chinese,Male,46.7
2021e,35,Chinese,Male,41.9
2021e,40,Chinese,Male,37.2
2021e,45,Chinese,Male,32.7
2021e,50,Chinese,Male,28.3
2021e,55,Chinese,Male,24.2
2021e,60,Chinese,Male,20.2
2021e,65,Chinese,Male,16.4
2021e,70,Chinese,Male,13
2021e,75,Chinese,Male,9.8
2021e,80+,Chinese,Male,6.8
2021e,0,Chinese,Female,81.2
2021e,1,Chinese,Female,80.5
2021e,5,Chinese,Female,76.5
2021e,10,Chinese,Female,71.5
2021e,15,Chinese,Female,66.6
2021e,20,Chinese,Female,61.6
2021e,25,Chinese,Female,56.7
2021e,30,Chinese,Female,51.8
2021e,35,Chinese,Female,46.9
2021e,40,Chinese,Female,42
2021e,45,Chinese,Female,37.2
2021e,50,Chinese,Female,32.6
2021e,55,Chinese,Female,28
2021e,60,Chinese,Female,23.6
2021e,65,Chinese,Female,19.2
2021e,70,Chinese,Female,15.2
2021e,75,Chinese,Female,11.4
2021e,80+,Chinese,Female,7.9
2010,0,Indians,Male,67.6
2010,1,Indians,Male,67
2010,5,Indians,Male,63.1
2010,10,Indians,Male,58.2
2010,15,Indians,Male,53.3
2010,20,Indians,Male,48.7
2010,25,Indians,Male,44.3
2010,30,Indians,Male,39.9
2010,35,Indians,Male,35.6
2010,40,Indians,Male,31.4
2010,45,Indians,Male,27.3
2010,50,Indians,Male,23.5
2010,55,Indians,Male,20.1
2010,60,Indians,Male,16.9
2010,65,Indians,Male,13.8
2010,70,Indians,Male,10.6
2010,75,Indians,Male,8
2010,80+,Indians,Male,5.5
2010,0,Indians,Female,75.7
2010,1,Indians,Female,75.1
2010,5,Indians,Female,71.2
2010,10,Indians,Female,66.2
2010,15,Indians,Female,61.3
2010,20,Indians,Female,56.4
2010,25,Indians,Female,51.6
2010,30,Indians,Female,46.8
2010,35,Indians,Female,41.9
2010,40,Indians,Female,37.2
2010,45,Indians,Female,32.5
2010,50,Indians,Female,28.1
2010,55,Indians,Female,23.8
2010,60,Indians,Female,19.7
2010,65,Indians,Female,15.9
2010,70,Indians,Female,12.3
2010,75,Indians,Female,9.3
2010,80+,Indians,Female,6.6
2011,0,Indians,Male,67.6
2011,1,Indians,Male,67
2011,5,Indians,Male,63.1
2011,10,Indians,Male,58.1
2011,15,Indians,Male,53.2
2011,20,Indians,Male,48.7
2011,25,Indians,Male,44.3
2011,30,Indians,Male,39.9
2011,35,Indians,Male,35.6
2011,40,Indians,Male,31.4
2011,45,Indians,Male,27.4
2011,50,Indians,Male,23.5
2011,55,Indians,Male,20.1
2011,60,Indians,Male,16.9
2011,65,Indians,Male,13.9
2011,70,Indians,Male,10.7
2011,75,Indians,Male,8.1
2011,80+,Indians,Male,5.5
2011,0,Indians,Female,75.8
2011,1,Indians,Female,75.2
2011,5,Indians,Female,71.3
2011,10,Indians,Female,66.4
2011,15,Indians,Female,61.5
2011,20,Indians,Female,56.6
2011,25,Indians,Female,51.8
2011,30,Indians,Female,46.9
2011,35,Indians,Female,42.1
2011,40,Indians,Female,37.3
2011,45,Indians,Female,32.7
2011,50,Indians,Female,28.2
2011,55,Indians,Female,24
2011,60,Indians,Female,19.9
2011,65,Indians,Female,16.1
2011,70,Indians,Female,12.4
2011,75,Indians,Female,9.3
2011,80+,Indians,Female,6.7
2012,0,Indians,Male,67.6
2012,1,Indians,Male,67
2012,5,Indians,Male,63.1
2012,10,Indians,Male,58.1
2012,15,Indians,Male,53.2
2012,20,Indians,Male,48.6
2012,25,Indians,Male,44.2
2012,30,Indians,Male,39.8
2012,35,Indians,Male,35.5
2012,40,Indians,Male,31.3
2012,45,Indians,Male,27.3
2012,50,Indians,Male,23.5
2012,55,Indians,Male,20.1
2012,60,Indians,Male,17
2012,65,Indians,Male,14
2012,70,Indians,Male,10.8
2012,75,Indians,Male,8.1
2012,80+,Indians,Male,5.6
2012,0,Indians,Female,75.8
2012,1,Indians,Female,75.2
2012,5,Indians,Female,71.3
2012,10,Indians,Female,66.4
2012,15,Indians,Female,61.5
2012,20,Indians,Female,56.6
2012,25,Indians,Female,51.8
2012,30,Indians,Female,46.9
2012,35,Indians,Female,42.1
2012,40,Indians,Female,37.4
2012,45,Indians,Female,32.7
2012,50,Indians,Female,28.2
2012,55,Indians,Female,23.9
2012,60,Indians,Female,19.9
2012,65,Indians,Female,16.1
2012,70,Indians,Female,12.4
2012,75,Indians,Female,9.2
2012,80+,Indians,Female,6.6
2013,0,Indians,Male,67.7
2013,1,Indians,Male,67.1
2013,5,Indians,Male,63.2
2013,10,Indians,Male,58.2
2013,15,Indians,Male,53.3
2013,20,Indians,Male,48.8
2013,25,Indians,Male,44.4
2013,30,Indians,Male,39.9
2013,35,Indians,Male,35.6
2013,40,Indians,Male,31.4
2013,45,Indians,Male,27.4
2013,50,Indians,Male,23.6
2013,55,Indians,Male,20.2
2013,60,Indians,Male,17
2013,65,Indians,Male,14
2013,70,Indians,Male,11
2013,75,Indians,Male,8.3
2013,80+,Indians,Male,5.6
2013,0,Indians,Female,75.8
2013,1,Indians,Female,75.3
2013,5,Indians,Female,71.4
2013,10,Indians,Female,66.5
2013,15,Indians,Female,61.5
2013,20,Indians,Female,56.7
2013,25,Indians,Female,51.8
2013,30,Indians,Female,47
2013,35,Indians,Female,42.2
2013,40,Indians,Female,37.5
2013,45,Indians,Female,32.8
2013,50,Indians,Female,28.3
2013,55,Indians,Female,24.1
2013,60,Indians,Female,20
2013,65,Indians,Female,16.3
2013,70,Indians,Female,12.5
2013,75,Indians,Female,9.2
2013,80+,Indians,Female,6.7
2014,0,Indians,Male,67.7
2014,1,Indians,Male,67.2
2014,5,Indians,Male,63.3
2014,10,Indians,Male,58.4
2014,15,Indians,Male,53.5
2014,20,Indians,Male,48.9
2014,25,Indians,Male,44.5
2014,30,Indians,Male,40
2014,35,Indians,Male,35.7
2014,40,Indians,Male,31.5
2014,45,Indians,Male,27.6
2014,50,Indians,Male,23.8
2014,55,Indians,Male,20.3
2014,60,Indians,Male,17.2
2014,65,Indians,Male,14.1
2014,70,Indians,Male,11.2
2014,75,Indians,Male,8.4
2014,80+,Indians,Male,5.7
2014,0,Indians,Female,75.8
2014,1,Indians,Female,75.3
2014,5,Indians,Female,71.4
2014,10,Indians,Female,66.5
2014,15,Indians,Female,61.6
2014,20,Indians,Female,56.7
2014,25,Indians,Female,51.9
2014,30,Indians,Female,47
2014,35,Indians,Female,42.2
2014,40,Indians,Female,37.5
2014,45,Indians,Female,32.8
2014,50,Indians,Female,28.3
2014,55,Indians,Female,24
2014,60,Indians,Female,20
2014,65,Indians,Female,16.3
2014,70,Indians,Female,12.5
2014,75,Indians,Female,9.3
2014,80+,Indians,Female,6.7
2015,0,Indians,Male,67.8
2015,1,Indians,Male,67.2
2015,5,Indians,Male,63.3
2015,10,Indians,Male,58.4
2015,15,Indians,Male,53.5
2015,20,Indians,Male,48.9
2015,25,Indians,Male,44.5
2015,30,Indians,Male,40
2015,35,Indians,Male,35.6
2015,40,Indians,Male,31.5
2015,45,Indians,Male,27.5
2015,50,Indians,Male,23.8
2015,55,Indians,Male,20.3
2015,60,Indians,Male,17.1
2015,65,Indians,Male,14.1
2015,70,Indians,Male,11.3
2015,75,Indians,Male,8.5
2015,80+,Indians,Male,5.7
2015,0,Indians,Female,76
2015,1,Indians,Female,75.4
2015,5,Indians,Female,71.5
2015,10,Indians,Female,66.6
2015,15,Indians,Female,61.6
2015,20,Indians,Female,56.8
2015,25,Indians,Female,51.9
2015,30,Indians,Female,47.1
2015,35,Indians,Female,42.3
2015,40,Indians,Female,37.6
2015,45,Indians,Female,32.9
2015,50,Indians,Female,28.4
2015,55,Indians,Female,24.1
2015,60,Indians,Female,20.1
2015,65,Indians,Female,16.4
2015,70,Indians,Female,12.8
2015,75,Indians,Female,9.4
2015,80+,Indians,Female,6.7
2016,0,Indians,Male,68
2016,1,Indians,Male,67.4
2016,5,Indians,Male,63.5
2016,10,Indians,Male,58.5
2016,15,Indians,Male,53.6
2016,20,Indians,Male,49
2016,25,Indians,Male,44.6
2016,30,Indians,Male,40.1
2016,35,Indians,Male,35.7
2016,40,Indians,Male,31.6
2016,45,Indians,Male,27.6
2016,50,Indians,Male,23.9
2016,55,Indians,Male,20.4
2016,60,Indians,Male,17.2
2016,65,Indians,Male,14.3
2016,70,Indians,Male,11.5
2016,75,Indians,Male,8.5
2016,80+,Indians,Male,5.7
2016,0,Indians,Female,76
2016,1,Indians,Female,75.4
2016,5,Indians,Female,71.5
2016,10,Indians,Female,66.6
2016,15,Indians,Female,61.6
2016,20,Indians,Female,56.8
2016,25,Indians,Female,51.9
2016,30,Indians,Female,47.1
2016,35,Indians,Female,42.3
2016,40,Indians,Female,37.5
2016,45,Indians,Female,32.9
2016,50,Indians,Female,28.4
2016,55,Indians,Female,24.1
2016,60,Indians,Female,20.2
2016,65,Indians,Female,16.5
2016,70,Indians,Female,13
2016,75,Indians,Female,9.5
2016,80+,Indians,Female,6.8
2017,0,Indians,Male,67.8
2017,1,Indians,Male,67.3
2017,5,Indians,Male,63.4
2017,10,Indians,Male,58.5
2017,15,Indians,Male,53.6
2017,20,Indians,Male,49
2017,25,Indians,Male,44.6
2017,30,Indians,Male,40
2017,35,Indians,Male,35.6
2017,40,Indians,Male,31.4
2017,45,Indians,Male,27.4
2017,50,Indians,Male,23.7
2017,55,Indians,Male,20.3
2017,60,Indians,Male,17.1
2017,65,Indians,Male,14.2
2017,70,Indians,Male,11.4
2017,75,Indians,Male,8.4
2017,80+,Indians,Male,5.7
2017,0,Indians,Female,75.9
2017,1,Indians,Female,75.3
2017,5,Indians,Female,71.4
2017,10,Indians,Female,66.5
2017,15,Indians,Female,61.5
2017,20,Indians,Female,56.6
2017,25,Indians,Female,51.8
2017,30,Indians,Female,47
2017,35,Indians,Female,42.2
2017,40,Indians,Female,37.4
2017,45,Indians,Female,32.8
2017,50,Indians,Female,28.3
2017,55,Indians,Female,24
2017,60,Indians,Female,20.1
2017,65,Indians,Female,16.4
2017,70,Indians,Female,12.9
2017,75,Indians,Female,9.5
2017,80+,Indians,Female,6.7
2018,0,Indians,Male,68.1
2018,1,Indians,Male,67.6
2018,5,Indians,Male,63.7
2018,10,Indians,Male,58.8
2018,15,Indians,Male,53.8
2018,20,Indians,Male,49.2
2018,25,Indians,Male,44.8
2018,30,Indians,Male,40.3
2018,35,Indians,Male,35.8
2018,40,Indians,Male,31.6
2018,45,Indians,Male,27.6
2018,50,Indians,Male,23.9
2018,55,Indians,Male,20.5
2018,60,Indians,Male,17.2
2018,65,Indians,Male,14.3
2018,70,Indians,Male,11.5
2018,75,Indians,Male,8.4
2018,80+,Indians,Male,5.7
2018,0,Indians,Female,76
2018,1,Indians,Female,75.4
2018,5,Indians,Female,71.5
2018,10,Indians,Female,66.6
2018,15,Indians,Female,61.6
2018,20,Indians,Female,56.7
2018,25,Indians,Female,51.9
2018,30,Indians,Female,47.1
2018,35,Indians,Female,42.3
2018,40,Indians,Female,37.5
2018,45,Indians,Female,32.9
2018,50,Indians,Female,28.4
2018,55,Indians,Female,24.1
2018,60,Indians,Female,20.2
2018,65,Indians,Female,16.5
2018,70,Indians,Female,13
2018,75,Indians,Female,9.5
2018,80+,Indians,Female,6.8
2019,0,Indians,Male,68.4
2019,1,Indians,Male,67.9
2019,5,Indians,Male,64
2019,10,Indians,Male,59
2019,15,Indians,Male,54.1
2019,20,Indians,Male,49.5
2019,25,Indians,Male,45
2019,30,Indians,Male,40.5
2019,35,Indians,Male,36
2019,40,Indians,Male,31.7
2019,45,Indians,Male,27.8
2019,50,Indians,Male,24
2019,55,Indians,Male,20.6
2019,60,Indians,Male,17.4
2019,65,Indians,Male,14.4
2019,70,Indians,Male,11.6
2019,75,Indians,Male,8.6
2019,80+,Indians,Male,5.8
2019,0,Indians,Female,76.1
2019,1,Indians,Female,75.5
2019,5,Indians,Female,71.6
2019,10,Indians,Female,66.7
2019,15,Indians,Female,61.7
2019,20,Indians,Female,56.8
2019,25,Indians,Female,52
2019,30,Indians,Female,47.1
2019,35,Indians,Female,42.4
2019,40,Indians,Female,37.6
2019,45,Indians,Female,33
2019,50,Indians,Female,28.5
2019,55,Indians,Female,24.2
2019,60,Indians,Female,20.3
2019,65,Indians,Female,16.6
2019,70,Indians,Female,13.2
2019,75,Indians,Female,9.7
2019,80+,Indians,Female,6.8
2020p,0,Indians,Male,69.1
2020p,1,Indians,Male,68.5
2020p,5,Indians,Male,64.5
2020p,10,Indians,Male,59.6
2020p,15,Indians,Male,54.7
2020p,20,Indians,Male,50
2020p,25,Indians,Male,45.5
2020p,30,Indians,Male,40.9
2020p,35,Indians,Male,36.4
2020p,40,Indians,Male,32.1
2020p,45,Indians,Male,28.1
2020p,50,Indians,Male,24.4
2020p,55,Indians,Male,21
2020p,60,Indians,Male,17.7
2020p,65,Indians,Male,14.8
2020p,70,Indians,Male,11.9
2020p,75,Indians,Male,9
2020p,80+,Indians,Male,5.9
2020p,0,Indians,Female,76.7
2020p,1,Indians,Female,76.1
2020p,5,Indians,Female,72.2
2020p,10,Indians,Female,67.3
2020p,15,Indians,Female,62.3
2020p,20,Indians,Female,57.4
2020p,25,Indians,Female,52.6
2020p,30,Indians,Female,47.7
2020p,35,Indians,Female,42.9
2020p,40,Indians,Female,38.2
2020p,45,Indians,Female,33.6
2020p,50,Indians,Female,29.1
2020p,55,Indians,Female,24.8
2020p,60,Indians,Female,20.8
2020p,65,Indians,Female,17.1
2020p,70,Indians,Female,13.6
2020p,75,Indians,Female,10.2
2020p,80+,Indians,Female,7
2021e,0,Indians,Male,70.2
2021e,1,Indians,Male,69.5
2021e,5,Indians,Male,65.6
2021e,10,Indians,Male,60.7
2021e,15,Indians,Male,55.8
2021e,20,Indians,Male,51
2021e,25,Indians,Male,46.5
2021e,30,Indians,Male,41.9
2021e,35,Indians,Male,37.4
2021e,40,Indians,Male,33
2021e,45,Indians,Male,29
2021e,50,Indians,Male,25.2
2021e,55,Indians,Male,21.7
2021e,60,Indians,Male,18.4
2021e,65,Indians,Male,15.4
2021e,70,Indians,Male,12.4
2021e,75,Indians,Male,9.5
2021e,80+,Indians,Male,6.1
2021e,0,Indians,Female,77.6
2021e,1,Indians,Female,77
2021e,5,Indians,Female,73.1
2021e,10,Indians,Female,68.2
2021e,15,Indians,Female,63.3
2021e,20,Indians,Female,58.4
2021e,25,Indians,Female,53.5
2021e,30,Indians,Female,48.6
2021e,35,Indians,Female,43.8
2021e,40,Indians,Female,39.1
2021e,45,Indians,Female,34.5
2021e,50,Indians,Female,30.1
2021e,55,Indians,Female,25.8
2021e,60,Indians,Female,21.6
2021e,65,Indians,Female,17.8
2021e,70,Indians,Female,14.2
2021e,75,Indians,Female,10.8
2021e,80+,Indians,Female,7.3
2010,0,Total,Male,71.9
2010,1,Total,Male,71.5
2010,5,Total,Male,67.6
2010,10,Total,Male,62.7
2010,15,Total,Male,57.8
2010,20,Total,Male,53.1
2010,25,Total,Male,48.4
2010,30,Total,Male,43.6
2010,35,Total,Male,39
2010,40,Total,Male,34.5
2010,45,Total,Male,30
2010,50,Total,Male,25.7
2010,55,Total,Male,21.6
2010,60,Total,Male,17.8
2010,65,Total,Male,14.3
2010,70,Total,Male,11.2
2010,75,Total,Male,8.5
2010,80+,Total,Male,6
2010,0,Total,Female,76.6
2010,1,Total,Female,76
2010,5,Total,Female,72.1
2010,10,Total,Female,67.2
2010,15,Total,Female,62.3
2010,20,Total,Female,57.4
2010,25,Total,Female,52.5
2010,30,Total,Female,47.6
2010,35,Total,Female,42.8
2010,40,Total,Female,38
2010,45,Total,Female,33.3
2010,50,Total,Female,28.7
2010,55,Total,Female,24.3
2010,60,Total,Female,20.1
2010,65,Total,Female,16.1
2010,70,Total,Female,12.5
2010,75,Total,Female,9.3
2010,80+,Total,Female,6.7
2011,0,Total,Male,72.1
2011,1,Total,Male,71.6
2011,5,Total,Male,67.8
2011,10,Total,Male,62.8
2011,15,Total,Male,57.9
2011,20,Total,Male,53.2
2011,25,Total,Male,48.5
2011,30,Total,Male,43.8
2011,35,Total,Male,39.1
2011,40,Total,Male,34.6
2011,45,Total,Male,30.1
2011,50,Total,Male,25.8
2011,55,Total,Male,21.8
2011,60,Total,Male,18
2011,65,Total,Male,14.4
2011,70,Total,Male,11.3
2011,75,Total,Male,8.5
2011,80+,Total,Male,6
2011,0,Total,Female,76.8
2011,1,Total,Female,76.2
2011,5,Total,Female,72.3
2011,10,Total,Female,67.4
2011,15,Total,Female,62.5
2011,20,Total,Female,57.6
2011,25,Total,Female,52.7
2011,30,Total,Female,47.8
2011,35,Total,Female,42.9
2011,40,Total,Female,38.1
2011,45,Total,Female,33.4
2011,50,Total,Female,28.9
2011,55,Total,Female,24.4
2011,60,Total,Female,20.2
2011,65,Total,Female,16.3
2011,70,Total,Female,12.6
2011,75,Total,Female,9.4
2011,80+,Total,Female,6.8
2012,0,Total,Male,72.2
2012,1,Total,Male,71.7
2012,5,Total,Male,67.8
2012,10,Total,Male,62.9
2012,15,Total,Male,58
2012,20,Total,Male,53.3
2012,25,Total,Male,48.6
2012,30,Total,Male,43.9
2012,35,Total,Male,39.2
2012,40,Total,Male,34.6
2012,45,Total,Male,30.2
2012,50,Total,Male,25.9
2012,55,Total,Male,21.8
2012,60,Total,Male,18
2012,65,Total,Male,14.5
2012,70,Total,Male,11.3
2012,75,Total,Male,8.5
2012,80+,Total,Male,6
2012,0,Total,Female,76.9
2012,1,Total,Female,76.3
2012,5,Total,Female,72.5
2012,10,Total,Female,67.5
2012,15,Total,Female,62.6
2012,20,Total,Female,57.7
2012,25,Total,Female,52.8
2012,30,Total,Female,47.9
2012,35,Total,Female,43.1
2012,40,Total,Female,38.3
2012,45,Total,Female,33.6
2012,50,Total,Female,29
2012,55,Total,Female,24.6
2012,60,Total,Female,20.4
2012,65,Total,Female,16.4
2012,70,Total,Female,12.7
2012,75,Total,Female,9.5
2012,80+,Total,Female,6.8
2013,0,Total,Male,72.3
2013,1,Total,Male,71.8
2013,5,Total,Male,68
2013,10,Total,Male,63
2013,15,Total,Male,58.2
2013,20,Total,Male,53.4
2013,25,Total,Male,48.7
2013,30,Total,Male,44
2013,35,Total,Male,39.3
2013,40,Total,Male,34.7
2013,45,Total,Male,30.2
2013,50,Total,Male,26
2013,55,Total,Male,21.9
2013,60,Total,Male,18.1
2013,65,Total,Male,14.6
2013,70,Total,Male,11.4
2013,75,Total,Male,8.6
2013,80+,Total,Male,6.1
2013,0,Total,Female,76.9
2013,1,Total,Female,76.4
2013,5,Total,Female,72.5
2013,10,Total,Female,67.6
2013,15,Total,Female,62.7
2013,20,Total,Female,57.8
2013,25,Total,Female,52.9
2013,30,Total,Female,48
2013,35,Total,Female,43.2
2013,40,Total,Female,38.4
2013,45,Total,Female,33.7
2013,50,Total,Female,29.1
2013,55,Total,Female,24.7
2013,60,Total,Female,20.5
2013,65,Total,Female,16.5
2013,70,Total,Female,12.8
2013,75,Total,Female,9.6
2013,80+,Total,Female,6.9
2014,0,Total,Male,72.4
2014,1,Total,Male,71.9
2014,5,Total,Male,68
2014,10,Total,Male,63.1
2014,15,Total,Male,58.2
2014,20,Total,Male,53.5
2014,25,Total,Male,48.8
2014,30,Total,Male,44
2014,35,Total,Male,39.3
2014,40,Total,Male,34.8
2014,45,Total,Male,30.3
2014,50,Total,Male,26
2014,55,Total,Male,22
2014,60,Total,Male,18.2
2014,65,Total,Male,14.7
2014,70,Total,Male,11.4
2014,75,Total,Male,8.6
2014,80+,Total,Male,6.1
2014,0,Total,Female,77
2014,1,Total,Female,76.5
2014,5,Total,Female,72.6
2014,10,Total,Female,67.7
2014,15,Total,Female,62.7
2014,20,Total,Female,57.8
2014,25,Total,Female,52.9
2014,30,Total,Female,48.1
2014,35,Total,Female,43.2
2014,40,Total,Female,38.4
2014,45,Total,Female,33.8
2014,50,Total,Female,29.2
2014,55,Total,Female,24.8
2014,60,Total,Female,20.6
2014,65,Total,Female,16.6
2014,70,Total,Female,12.9
2014,75,Total,Female,9.6
2014,80+,Total,Female,6.9
2015,0,Total,Male,72.5
2015,1,Total,Male,72
2015,5,Total,Male,68.1
2015,10,Total,Male,63.2
2015,15,Total,Male,58.3
2015,20,Total,Male,53.5
2015,25,Total,Male,48.7
2015,30,Total,Male,43.9
2015,35,Total,Male,39.2
2015,40,Total,Male,34.6
2015,45,Total,Male,30.2
2015,50,Total,Male,25.9
2015,55,Total,Male,21.9
2015,60,Total,Male,18.2
2015,65,Total,Male,14.7
2015,70,Total,Male,11.5
2015,75,Total,Male,8.6
2015,80+,Total,Male,6.1
2015,0,Total,Female,77.1
2015,1,Total,Female,76.5
2015,5,Total,Female,72.7
2015,10,Total,Female,67.7
2015,15,Total,Female,62.8
2015,20,Total,Female,57.9
2015,25,Total,Female,53
2015,30,Total,Female,48.1
2015,35,Total,Female,43.3
2015,40,Total,Female,38.5
2015,45,Total,Female,33.8
2015,50,Total,Female,29.3
2015,55,Total,Female,24.9
2015,60,Total,Female,20.6
2015,65,Total,Female,16.7
2015,70,Total,Female,13
2015,75,Total,Female,9.7
2015,80+,Total,Female,6.9
2016,0,Total,Male,72.1
2016,1,Total,Male,71.6
2016,5,Total,Male,67.7
2016,10,Total,Male,62.8
2016,15,Total,Male,57.9
2016,20,Total,Male,53.2
2016,25,Total,Male,48.5
2016,30,Total,Male,43.7
2016,35,Total,Male,39
2016,40,Total,Male,34.5
2016,45,Total,Male,30
2016,50,Total,Male,25.8
2016,55,Total,Male,21.8
2016,60,Total,Male,18.1
2016,65,Total,Male,14.6
2016,70,Total,Male,11.4
2016,75,Total,Male,8.6
2016,80+,Total,Male,6.1
2016,0,Total,Female,77
2016,1,Total,Female,76.5
2016,5,Total,Female,72.6
2016,10,Total,Female,67.6
2016,15,Total,Female,62.7
2016,20,Total,Female,57.8
2016,25,Total,Female,52.9
2016,30,Total,Female,48
2016,35,Total,Female,43.2
2016,40,Total,Female,38.4
2016,45,Total,Female,33.7
2016,50,Total,Female,29.2
2016,55,Total,Female,24.8
2016,60,Total,Female,20.7
2016,65,Total,Female,16.8
2016,70,Total,Female,13.1
2016,75,Total,Female,9.7
2016,80+,Total,Female,6.9
2017,0,Total,Male,72.1
2017,1,Total,Male,71.6
2017,5,Total,Male,67.7
2017,10,Total,Male,62.8
2017,15,Total,Male,57.9
2017,20,Total,Male,53.2
2017,25,Total,Male,48.5
2017,30,Total,Male,43.7
2017,35,Total,Male,39
2017,40,Total,Male,34.4
2017,45,Total,Male,30
2017,50,Total,Male,25.8
2017,55,Total,Male,21.8
2017,60,Total,Male,18.1
2017,65,Total,Male,14.6
2017,70,Total,Male,11.4
2017,75,Total,Male,8.6
2017,80+,Total,Male,6
2017,0,Total,Female,77.1
2017,1,Total,Female,76.5
2017,5,Total,Female,72.6
2017,10,Total,Female,67.7
2017,15,Total,Female,62.8
2017,20,Total,Female,57.9
2017,25,Total,Female,53
2017,30,Total,Female,48.1
2017,35,Total,Female,43.3
2017,40,Total,Female,38.5
2017,45,Total,Female,33.8
2017,50,Total,Female,29.2
2017,55,Total,Female,24.9
2017,60,Total,Female,20.7
2017,65,Total,Female,16.8
2017,70,Total,Female,13.1
2017,75,Total,Female,9.8
2017,80+,Total,Female,7
2018,0,Total,Male,72.3
2018,1,Total,Male,71.8
2018,5,Total,Male,67.9
2018,10,Total,Male,63
2018,15,Total,Male,58.1
2018,20,Total,Male,53.4
2018,25,Total,Male,48.7
2018,30,Total,Male,43.9
2018,35,Total,Male,39.2
2018,40,Total,Male,34.6
2018,45,Total,Male,30.2
2018,50,Total,Male,25.9
2018,55,Total,Male,22
2018,60,Total,Male,18.2
2018,65,Total,Male,14.8
2018,70,Total,Male,11.6
2018,75,Total,Male,8.6
2018,80+,Total,Male,6.1
2018,0,Total,Female,77.2
2018,1,Total,Female,76.7
2018,5,Total,Female,72.8
2018,10,Total,Female,67.9
2018,15,Total,Female,63
2018,20,Total,Female,58.1
2018,25,Total,Female,53.2
2018,30,Total,Female,48.3
2018,35,Total,Female,43.4
2018,40,Total,Female,38.7
2018,45,Total,Female,34
2018,50,Total,Female,29.4
2018,55,Total,Female,25.1
2018,60,Total,Female,20.9
2018,65,Total,Female,17
2018,70,Total,Female,13.3
2018,75,Total,Female,9.8
2018,80+,Total,Female,7
2019,0,Total,Male,72.5
2019,1,Total,Male,72
2019,5,Total,Male,68.1
2019,10,Total,Male,63.2
2019,15,Total,Male,58.3
2019,20,Total,Male,53.5
2019,25,Total,Male,48.8
2019,30,Total,Male,44
2019,35,Total,Male,39.3
2019,40,Total,Male,34.7
2019,45,Total,Male,30.3
2019,50,Total,Male,26
2019,55,Total,Male,22.1
2019,60,Total,Male,18.3
2019,65,Total,Male,14.9
2019,70,Total,Male,11.7
2019,75,Total,Male,8.7
2019,80+,Total,Male,6.1
2019,0,Total,Female,77.4
2019,1,Total,Female,76.9
2019,5,Total,Female,73
2019,10,Total,Female,68.1
2019,15,Total,Female,63.1
2019,20,Total,Female,58.2
2019,25,Total,Female,53.3
2019,30,Total,Female,48.4
2019,35,Total,Female,43.6
2019,40,Total,Female,38.8
2019,45,Total,Female,34.2
2019,50,Total,Female,29.6
2019,55,Total,Female,25.2
2019,60,Total,Female,21.1
2019,65,Total,Female,17.2
2019,70,Total,Female,13.5
2019,75,Total,Female,10
